Origin,Destination,Distance_km,Carrier,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Lucknow,Bangalore,305,DTDC,Clear,High,11,1,0,0.0
Lucknow,Mumbai,2240,India Post,Clear,High,8,0,0,0.0
Hyderabad,Ahmedabad,2387,DTDC,Clear,Low,3,0,0,0.0
Chennai,Kolkata,2094,Xpressbees,Clear,Low,10,1,1,27.31
Mumbai,Lucknow,1628,DTDC,Clear,Low,8,0,0,0.0
Mumbai,Lucknow,1414,India Post,Heavy Rain (Monsoon),High,7,0,1,16.67
Lucknow,Chennai,887,Xpressbees,Heavy Rain (Monsoon),Low,7,0,0,0.0
Mumbai,Kolkata,2072,DTDC,Rain,Jam (Gridlock),11,1,0,0.0
Lucknow,Hyderabad,1114,India Post,Rain,Low,7,0,0,0.0
Mumbai,Hyderabad,680,Blue Dart,Clear,High,8,0,0,0.0
Hyderabad,Jaipur,1843,India Post,Clear,Low,5,0,0,0.0
Mumbai,Delhi,1047,Blue Dart,Clear,High,3,0,0,0.0
Bangalore,Chennai,393,Ecom Express,Rain,High,9,0,0,0.0
Ahmedabad,Chennai,1589,Blue Dart,Clear,Medium,7,0,0,0.0
Ahmedabad,Pune,72,Ecom Express,Clear,High,1,0,0,0.0
Mumbai,Kolkata,2250,Ecom Express,Clear,High,8,0,0,0.0
Pune,Delhi,1246,Shadowfax,Rain,Jam (Gridlock),1,0,0,0.0
Mumbai,Kolkata,1770,India Post,Fog,High,1,0,0,0.0
Mumbai,Jaipur,1333,Shadowfax,Clear,Low,5,0,0,0.0
Delhi,Ahmedabad,1324,Blue Dart,Clear,High,1,0,0,0.0
Chennai,Kolkata,559,Blue Dart,Clear,Medium,5,0,0,0.0
Ahmedabad,Mumbai,1245,India Post,Heavy Rain (Monsoon),Low,7,0,1,14.24
Bangalore,Ahmedabad,1974,Shadowfax,Heavy Rain (Monsoon),High,7,0,0,0.0
Ahmedabad,Jaipur,2372,DTDC,Clear,Medium,12,0,0,0.0
Mumbai,Bangalore,1682,DTDC,Clear,Low,2,0,0,0.0
Kolkata,Ahmedabad,193,Delhivery,Rain,Medium,7,0,0,0.0
Ahmedabad,Mumbai,1353,Blue Dart,Clear,Medium,2,0,0,0.0
Chennai,Delhi,695,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,17.45
Hyderabad,Lucknow,150,Xpressbees,Clear,High,10,1,0,0.0
Lucknow,Ahmedabad,2031,Xpressbees,Heavy Rain (Monsoon),Medium,7,0,1,6.36
Jaipur,Hyderabad,2475,Blue Dart,Clear,Low,1,0,0,0.0
Jaipur,Delhi,954,India Post,Clear,Medium,10,1,0,0.0
Chennai,Pune,1946,Ecom Express,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,10.67
Delhi,Jaipur,2044,Blue Dart,Fog,High,10,1,0,0.0
Chennai,Jaipur,766,Delhivery,Clear,Low,3,0,0,0.0
Lucknow,Mumbai,881,Ecom Express,Fog,Medium,3,0,0,0.0
Pune,Delhi,651,India Post,Clear,High,4,0,0,0.0
Chennai,Pune,170,DTDC,Clear,Low,10,1,0,0.0
Ahmedabad,Jaipur,1629,India Post,Rain,Medium,7,0,0,0.0
Jaipur,Hyderabad,2125,Blue Dart,Clear,High,11,1,0,0.0
Delhi,Pune,1880,Ecom Express,Clear,Low,5,0,0,0.0
Hyderabad,Chennai,2204,India Post,Clear,Low,11,1,0,0.0
Chennai,Kolkata,264,Blue Dart,Storm,Medium,2,0,0,0.0
Bangalore,Hyderabad,2456,Shadowfax,Storm,High,3,0,1,0.0
Bangalore,Kolkata,786,Shadowfax,Clear,High,3,0,0,0.0
Bangalore,Pune,602,Shadowfax,Rain,High,9,0,0,0.0
Bangalore,Jaipur,2080,Shadowfax,Clear,High,10,1,0,0.0
Mumbai,Lucknow,1988,Xpressbees,Clear,High,5,0,0,0.0
Kolkata,Ahmedabad,1028,India Post,Fog,Medium,7,0,1,0.0
Mumbai,Chennai,2139,Shadowfax,Clear,Medium,3,0,0,0.0
Bangalore,Ahmedabad,1265,Blue Dart,Fog,Medium,1,0,0,0.0
Mumbai,Bangalore,756,Xpressbees,Fog,High,12,0,0,0.0
Lucknow,Hyderabad,2372,Xpressbees,Storm,Low,2,0,0,0.0
Delhi,Ahmedabad,2180,Ecom Express,Clear,High,8,0,1,0.0
Pune,Ahmedabad,821,Ecom Express,Fog,Medium,1,0,0,0.0
Hyderabad,Lucknow,528,Blue Dart,Clear,Medium,1,0,0,0.0
Mumbai,Pune,608,Delhivery,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Bangalore,Chennai,762,Shadowfax,Clear,High,2,0,0,0.0
Hyderabad,Ahmedabad,1349,DTDC,Clear,Low,4,0,0,0.0
Delhi,Chennai,2488,India Post,Clear,Medium,12,0,0,0.0
Jaipur,Kolkata,837,Blue Dart,Heavy Rain (Monsoon),High,6,0,1,9.96
Kolkata,Lucknow,1526,Ecom Express,Clear,Medium,3,0,0,0.0
Delhi,Mumbai,1128,Blue Dart,Storm,Jam (Gridlock),3,0,1,5.63
Pune,Delhi,1900,Ecom Express,Clear,Medium,5,0,0,0.0
Jaipur,Bangalore,1046,Ecom Express,Rain,Medium,9,0,0,0.0
Jaipur,Chennai,273,Ecom Express,Clear,Low,12,0,0,0.0
Delhi,Pune,1269,Xpressbees,Clear,Medium,4,0,0,0.0
Lucknow,Hyderabad,2217,Delhivery,Clear,High,8,0,1,0.0
Mumbai,Jaipur,2277,Delhivery,Clear,High,4,0,0,0.0
Kolkata,Pune,864,DTDC,Rain,High,10,1,0,0.0
Ahmedabad,Chennai,1519,Shadowfax,Heavy Rain (Monsoon),Medium,11,1,0,0.0
Kolkata,Pune,461,Ecom Express,Clear,Medium,3,0,1,0.0
Delhi,Chennai,1022,India Post,Clear,Jam (Gridlock),6,0,0,0.0
Ahmedabad,Bangalore,443,Shadowfax,Clear,Jam (Gridlock),3,0,1,5.71
Mumbai,Bangalore,303,Blue Dart,Storm,Jam (Gridlock),11,1,0,0.0
Pune,Kolkata,353,India Post,Rain,Low,11,1,1,29.15
Delhi,Lucknow,1888,Xpressbees,Clear,Jam (Gridlock),3,0,1,2.64
Kolkata,Chennai,2426,India Post,Fog,Medium,1,0,0,0.0
Chennai,Mumbai,1084,Shadowfax,Clear,Jam (Gridlock),8,0,0,0.0
Lucknow,Pune,1041,Blue Dart,Clear,Low,1,0,0,0.0
Jaipur,Pune,833,Blue Dart,Clear,Medium,5,0,0,0.0
Delhi,Hyderabad,1555,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,14.85
Lucknow,Kolkata,2008,India Post,Storm,Low,4,0,0,0.0
Delhi,Mumbai,852,Xpressbees,Rain,High,7,0,0,0.0
Jaipur,Ahmedabad,1000,Ecom Express,Clear,High,3,0,0,0.0
Ahmedabad,Bangalore,2353,Delhivery,Heavy Rain (Monsoon),High,2,0,1,20.69
Hyderabad,Bangalore,1532,Blue Dart,Rain,High,10,1,1,18.17
Chennai,Jaipur,1556,Blue Dart,Clear,Medium,12,0,0,0.0
Chennai,Ahmedabad,501,Blue Dart,Clear,High,7,0,0,0.0
Hyderabad,Jaipur,1260,Blue Dart,Rain,Low,8,0,1,3.1
Pune,Jaipur,2235,India Post,Clear,Low,11,1,0,0.0
Mumbai,Jaipur,1479,Ecom Express,Clear,High,10,1,1,13.8
Delhi,Ahmedabad,1358,Xpressbees,Fog,Jam (Gridlock),1,0,1,15.82
Ahmedabad,Bangalore,2460,Shadowfax,Heavy Rain (Monsoon),High,7,0,1,18.93
Chennai,Delhi,1964,Blue Dart,Clear,Low,6,0,0,0.0
Pune,Ahmedabad,969,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,25.34
Mumbai,Ahmedabad,265,Xpressbees,Rain,High,7,0,0,0.0
Pune,Delhi,726,Shadowfax,Clear,Jam (Gridlock),7,0,1,3.55
Bangalore,Chennai,2119,Delhivery,Clear,Medium,10,1,0,0.0
Jaipur,Delhi,1792,Delhivery,Rain,Low,7,0,1,2.0
Delhi,Mumbai,193,Shadowfax,Clear,Medium,1,0,0,0.0
Pune,Kolkata,1040,Shadowfax,Clear,Medium,4,0,0,0.0
Ahmedabad,Kolkata,1650,Xpressbees,Clear,High,3,0,0,0.0
Ahmedabad,Hyderabad,1995,Delhivery,Heavy Rain (Monsoon),Low,11,1,1,32.1
Bangalore,Jaipur,1103,DTDC,Clear,Low,5,0,0,0.0
Mumbai,Hyderabad,1975,Ecom Express,Clear,Jam (Gridlock),2,0,1,4.24
Pune,Ahmedabad,435,Ecom Express,Storm,High,3,0,0,0.0
Pune,Delhi,1632,Shadowfax,Clear,High,10,1,1,18.6
Kolkata,Bangalore,1490,Delhivery,Clear,Medium,10,1,1,41.33
Mumbai,Bangalore,1233,DTDC,Storm,High,11,1,1,33.34
Bangalore,Hyderabad,415,Shadowfax,Storm,Medium,1,0,0,0.0
Hyderabad,Bangalore,440,Ecom Express,Clear,Medium,5,0,0,0.0
Ahmedabad,Chennai,1351,Ecom Express,Clear,Medium,3,0,0,0.0
Hyderabad,Delhi,670,Ecom Express,Heavy Rain (Monsoon),High,9,0,1,15.04
Ahmedabad,Bangalore,1487,Delhivery,Fog,High,12,0,1,0.0
Jaipur,Lucknow,2058,Ecom Express,Rain,Low,10,1,0,0.0
Hyderabad,Delhi,883,Shadowfax,Fog,High,5,0,1,11.27
Kolkata,Pune,885,DTDC,Clear,Low,10,1,0,0.0
Jaipur,Ahmedabad,2092,Blue Dart,Storm,Low,9,0,0,0.0
Lucknow,Kolkata,792,Delhivery,Clear,Medium,11,1,0,0.0
Hyderabad,Chennai,1217,DTDC,Clear,Medium,11,1,1,26.38
Mumbai,Ahmedabad,541,India Post,Rain,High,9,0,0,0.0
Chennai,Hyderabad,925,Xpressbees,Rain,Medium,5,0,0,0.0
Hyderabad,Bangalore,100,India Post,Heavy Rain (Monsoon),High,10,1,1,68.28
Bangalore,Hyderabad,1322,India Post,Heavy Rain (Monsoon),High,6,0,0,0.0
Hyderabad,Bangalore,199,DTDC,Clear,High,3,0,0,0.0
Delhi,Hyderabad,115,Ecom Express,Clear,High,6,0,0,0.0
Chennai,Kolkata,451,India Post,Clear,Low,11,1,0,0.0
Bangalore,Kolkata,58,Ecom Express,Clear,High,4,0,0,0.0
Jaipur,Kolkata,994,Shadowfax,Clear,Low,10,1,0,0.0
Hyderabad,Mumbai,322,DTDC,Fog,Medium,5,0,0,0.0
Pune,Delhi,527,Shadowfax,Clear,High,11,1,0,0.0
Bangalore,Hyderabad,1623,Blue Dart,Clear,Jam (Gridlock),3,0,0,0.0
Lucknow,Delhi,415,Xpressbees,Clear,Medium,2,0,0,0.0
Hyderabad,Chennai,852,Delhivery,Fog,Medium,12,0,0,0.0
Mumbai,Hyderabad,1497,DTDC,Clear,High,3,0,0,0.0
Delhi,Mumbai,252,Delhivery,Clear,Medium,4,0,0,0.0
Delhi,Jaipur,2212,Blue Dart,Clear,Jam (Gridlock),2,0,0,0.0
Mumbai,Hyderabad,2302,Xpressbees,Clear,High,5,0,0,0.0
Ahmedabad,Pune,1706,Delhivery,Rain,Low,9,0,0,0.0
Bangalore,Jaipur,446,DTDC,Clear,Medium,3,0,0,0.0
Delhi,Hyderabad,699,Blue Dart,Storm,Jam (Gridlock),10,1,0,0.0
Jaipur,Hyderabad,1527,Delhivery,Clear,Medium,2,0,0,0.0
Pune,Lucknow,189,Shadowfax,Fog,Low,12,0,1,0.0
Pune,Delhi,588,India Post,Storm,Low,10,1,0,0.0
Hyderabad,Lucknow,399,Ecom Express,Fog,Low,5,0,0,0.0
Ahmedabad,Delhi,2128,Xpressbees,Rain,Low,10,1,1,29.1
Chennai,Lucknow,331,Ecom Express,Clear,Low,5,0,0,0.0
Jaipur,Lucknow,2128,Shadowfax,Clear,Low,4,0,0,0.0
Pune,Chennai,521,India Post,Rain,Low,11,1,0,0.0
Kolkata,Delhi,347,Delhivery,Rain,Jam (Gridlock),7,0,0,0.0
Lucknow,Ahmedabad,1008,DTDC,Clear,Jam (Gridlock),9,0,1,4.68
Mumbai,Chennai,1643,Blue Dart,Fog,Jam (Gridlock),1,0,0,0.0
Hyderabad,Lucknow,1042,DTDC,Clear,Low,1,0,0,0.0
Chennai,Pune,2395,Shadowfax,Clear,Low,2,0,0,0.0
Ahmedabad,Kolkata,1230,India Post,Clear,Jam (Gridlock),1,0,0,0.0
Pune,Hyderabad,415,Xpressbees,Clear,Medium,6,0,0,0.0
Lucknow,Chennai,2426,Delhivery,Clear,Medium,10,1,0,0.0
Chennai,Lucknow,2087,Blue Dart,Clear,High,4,0,0,0.0
Hyderabad,Lucknow,1183,Shadowfax,Clear,Medium,7,0,0,0.0
Chennai,Mumbai,1793,Xpressbees,Heavy Rain (Monsoon),Medium,8,0,1,17.65
Mumbai,Ahmedabad,1798,Shadowfax,Heavy Rain (Monsoon),Medium,3,0,0,0.0
Bangalore,Ahmedabad,2040,Delhivery,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Mumbai,Pune,1014,DTDC,Storm,Jam (Gridlock),3,0,0,0.0
Lucknow,Ahmedabad,1675,Shadowfax,Storm,Medium,9,0,0,0.0
Bangalore,Chennai,1106,Ecom Express,Storm,Medium,11,1,0,0.0
Kolkata,Mumbai,1705,Ecom Express,Storm,Low,4,0,0,0.0
Pune,Kolkata,2403,India Post,Clear,High,11,1,1,32.74
Jaipur,Ahmedabad,897,Ecom Express,Clear,Medium,5,0,0,0.0
Ahmedabad,Delhi,2072,Delhivery,Clear,Jam (Gridlock),8,0,0,0.0
Lucknow,Delhi,2387,Ecom Express,Fog,Low,12,0,1,9.2
Pune,Ahmedabad,561,Blue Dart,Clear,High,6,0,0,0.0
Hyderabad,Lucknow,813,Delhivery,Rain,Medium,5,0,0,0.0
Ahmedabad,Mumbai,484,Blue Dart,Clear,High,3,0,0,0.0
Kolkata,Mumbai,1563,DTDC,Fog,High,12,0,0,0.0
Hyderabad,Ahmedabad,2387,Xpressbees,Clear,Low,2,0,0,0.0
Pune,Chennai,727,Delhivery,Rain,Low,3,0,0,0.0
Bangalore,Pune,190,Shadowfax,Clear,Medium,4,0,0,0.0
Mumbai,Pune,187,Xpressbees,Clear,Jam (Gridlock),10,1,1,45.12
Kolkata,Jaipur,1608,Ecom Express,Clear,Medium,3,0,0,0.0
Delhi,Lucknow,1503,Delhivery,Clear,Medium,1,0,0,0.0
Pune,Lucknow,716,DTDC,Rain,Medium,9,0,1,3.74
Jaipur,Ahmedabad,1692,Blue Dart,Clear,Medium,6,0,0,0.0
Kolkata,Chennai,758,India Post,Fog,High,5,0,0,0.0
Jaipur,Chennai,712,Ecom Express,Heavy Rain (Monsoon),High,6,0,1,15.03
Kolkata,Lucknow,800,Delhivery,Storm,Low,8,0,0,0.0
Hyderabad,Ahmedabad,1990,Ecom Express,Clear,Medium,11,1,0,0.0
Ahmedabad,Hyderabad,1397,Blue Dart,Clear,Medium,2,0,0,0.0
Chennai,Hyderabad,2425,Ecom Express,Clear,High,11,1,1,30.18
Lucknow,Delhi,841,India Post,Clear,Medium,3,0,0,0.0
Pune,Kolkata,724,Ecom Express,Clear,Medium,12,0,0,0.0
Lucknow,Delhi,2013,Shadowfax,Rain,High,7,0,0,0.0
Pune,Jaipur,2282,Ecom Express,Fog,Low,1,0,0,0.0
Jaipur,Delhi,581,Shadowfax,Heavy Rain (Monsoon),Low,8,0,1,16.98
Ahmedabad,Mumbai,2051,DTDC,Clear,Low,3,0,0,0.0
Ahmedabad,Lucknow,1360,Ecom Express,Fog,Medium,1,0,0,0.0
Kolkata,Hyderabad,2251,Xpressbees,Clear,Low,10,1,0,0.0
Chennai,Ahmedabad,1037,Ecom Express,Clear,Medium,3,0,0,0.0
Delhi,Kolkata,1780,Blue Dart,Fog,Medium,7,0,1,4.12
Pune,Bangalore,963,Blue Dart,Rain,High,8,0,1,3.62
Lucknow,Pune,746,Delhivery,Heavy Rain (Monsoon),Medium,6,0,0,0.0
Pune,Hyderabad,2056,Ecom Express,Clear,Low,3,0,0,0.0
Mumbai,Hyderabad,1596,Xpressbees,Fog,Low,12,0,0,0.0
Chennai,Ahmedabad,2138,DTDC,Clear,Low,1,0,0,0.0
Chennai,Kolkata,1356,India Post,Clear,Low,9,0,0,0.0
Mumbai,Jaipur,2077,Delhivery,Storm,Jam (Gridlock),11,1,1,35.12
Ahmedabad,Chennai,1672,DTDC,Clear,Low,11,1,0,0.0
Ahmedabad,Hyderabad,555,Xpressbees,Clear,Medium,5,0,0,0.0
Hyderabad,Lucknow,210,Delhivery,Rain,Low,7,0,1,2.73
Pune,Ahmedabad,1734,Blue Dart,Clear,Medium,4,0,0,0.0
Lucknow,Jaipur,2066,Blue Dart,Clear,Low,5,0,0,0.0
Delhi,Hyderabad,2457,DTDC,Clear,Jam (Gridlock),2,0,0,0.0
Kolkata,Mumbai,2259,DTDC,Clear,Jam (Gridlock),8,0,1,2.28
Bangalore,Pune,223,India Post,Clear,High,2,0,0,0.0
Chennai,Hyderabad,1246,Blue Dart,Fog,High,11,1,0,0.0
Delhi,Bangalore,1664,Xpressbees,Rain,High,11,1,0,0.0
Ahmedabad,Jaipur,1863,DTDC,Clear,Low,4,0,0,0.0
Kolkata,Ahmedabad,974,Shadowfax,Fog,Jam (Gridlock),12,0,0,0.0
Hyderabad,Bangalore,1982,Delhivery,Clear,Low,4,0,0,0.0
Hyderabad,Lucknow,2020,Shadowfax,Rain,High,7,0,0,0.0
Jaipur,Pune,1295,DTDC,Clear,Low,12,0,0,0.0
Jaipur,Hyderabad,87,DTDC,Rain,Low,6,0,1,1.62
Hyderabad,Pune,469,Shadowfax,Clear,Medium,2,0,0,0.0
Chennai,Jaipur,912,DTDC,Clear,Low,3,0,0,0.0
Jaipur,Mumbai,920,Xpressbees,Rain,High,4,0,0,0.0
Mumbai,Delhi,71,Xpressbees,Storm,High,5,0,0,0.0
Hyderabad,Bangalore,814,India Post,Heavy Rain (Monsoon),Medium,12,0,1,14.86
Jaipur,Ahmedabad,1424,India Post,Fog,Medium,1,0,0,0.0
Delhi,Hyderabad,312,India Post,Fog,Medium,5,0,1,9.35
Pune,Jaipur,2080,India Post,Fog,Low,9,0,0,0.0
Ahmedabad,Delhi,1665,Ecom Express,Clear,Jam (Gridlock),3,0,0,0.0
Hyderabad,Bangalore,664,DTDC,Clear,Jam (Gridlock),12,0,1,2.72
Ahmedabad,Kolkata,2356,Ecom Express,Clear,Medium,12,0,0,0.0
Bangalore,Jaipur,2193,Blue Dart,Clear,Medium,4,0,0,0.0
Ahmedabad,Mumbai,1528,DTDC,Clear,Jam (Gridlock),12,0,1,3.71
Mumbai,Pune,220,Xpressbees,Clear,Medium,9,0,0,0.0
Lucknow,Delhi,1973,Xpressbees,Clear,High,2,0,0,0.0
Pune,Kolkata,1411,Shadowfax,Rain,Low,7,0,0,0.0
Kolkata,Delhi,803,Shadowfax,Storm,High,9,0,0,0.0
Delhi,Chennai,207,India Post,Rain,Medium,9,0,0,0.0
Delhi,Jaipur,1590,Blue Dart,Clear,High,10,1,0,0.0
Hyderabad,Kolkata,835,Shadowfax,Clear,Low,4,0,0,0.0
Lucknow,Ahmedabad,1679,India Post,Fog,Jam (Gridlock),1,0,1,5.45
Mumbai,Kolkata,1336,DTDC,Clear,Medium,11,1,0,0.0
Kolkata,Chennai,1183,India Post,Rain,Low,8,0,0,0.0
Jaipur,Lucknow,421,Delhivery,Rain,Medium,6,0,0,0.0
Hyderabad,Lucknow,948,Shadowfax,Clear,Medium,5,0,0,0.0
Jaipur,Chennai,900,Shadowfax,Rain,Low,7,0,1,1.63
Hyderabad,Delhi,1884,Blue Dart,Fog,Low,1,0,1,10.89
Delhi,Mumbai,2281,Shadowfax,Clear,High,4,0,0,0.0
Hyderabad,Chennai,54,Blue Dart,Clear,Medium,10,1,0,0.0
Hyderabad,Pune,1203,Delhivery,Fog,Medium,12,0,0,0.0
Bangalore,Lucknow,2436,Delhivery,Fog,High,12,0,0,0.0
Jaipur,Kolkata,1694,Ecom Express,Clear,Medium,3,0,0,0.0
Lucknow,Mumbai,312,Blue Dart,Clear,Low,7,0,0,0.0
Hyderabad,Pune,1607,Blue Dart,Clear,High,4,0,0,0.0
Lucknow,Chennai,1496,India Post,Clear,High,1,0,0,0.0
Chennai,Hyderabad,1966,India Post,Storm,Low,4,0,0,0.0
Jaipur,Ahmedabad,482,Shadowfax,Clear,Low,2,0,0,0.0
Chennai,Ahmedabad,2342,Delhivery,Clear,Medium,2,0,0,0.0
Jaipur,Lucknow,716,Xpressbees,Clear,Medium,2,0,0,0.0
Hyderabad,Lucknow,1746,Ecom Express,Clear,High,4,0,0,0.0
Chennai,Lucknow,564,Xpressbees,Clear,Low,10,1,0,0.0
Bangalore,Chennai,1118,Xpressbees,Clear,Jam (Gridlock),5,0,1,2.22
Bangalore,Hyderabad,261,Shadowfax,Clear,High,4,0,1,0.0
Kolkata,Lucknow,1347,Xpressbees,Fog,Medium,1,0,0,0.0
Lucknow,Delhi,2003,Xpressbees,Clear,Jam (Gridlock),1,0,1,4.36
Pune,Lucknow,2191,Shadowfax,Rain,Low,6,0,0,0.0
Lucknow,Kolkata,1266,Delhivery,Clear,Low,5,0,0,0.0
Kolkata,Jaipur,804,Shadowfax,Clear,Low,10,1,0,0.0
Hyderabad,Bangalore,155,Xpressbees,Clear,Medium,11,1,0,0.0
Delhi,Ahmedabad,1818,Ecom Express,Clear,Low,2,0,0,0.0
Chennai,Bangalore,1441,DTDC,Clear,High,12,0,0,0.0
Pune,Kolkata,2015,Shadowfax,Storm,Low,8,0,0,0.0
Jaipur,Bangalore,1913,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,19.26
Ahmedabad,Mumbai,517,Ecom Express,Rain,Jam (Gridlock),8,0,1,4.58
Hyderabad,Ahmedabad,2254,Shadowfax,Clear,Medium,8,0,0,0.0
Delhi,Chennai,531,Xpressbees,Clear,Low,2,0,0,0.0
Jaipur,Lucknow,1301,India Post,Rain,Low,7,0,1,2.68
Hyderabad,Delhi,614,Ecom Express,Clear,Medium,2,0,0,0.0
Pune,Lucknow,1020,Delhivery,Rain,Medium,1,0,0,0.0
Lucknow,Bangalore,775,Ecom Express,Clear,High,4,0,0,0.0
Pune,Chennai,435,Ecom Express,Clear,Low,10,1,0,0.0
Mumbai,Delhi,87,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),1,0,1,12.31
Delhi,Hyderabad,2323,Shadowfax,Storm,High,7,0,0,0.0
Kolkata,Jaipur,1061,India Post,Fog,High,4,0,0,0.0
Mumbai,Chennai,2439,Xpressbees,Fog,Jam (Gridlock),1,0,0,0.0
Pune,Lucknow,506,Blue Dart,Heavy Rain (Monsoon),High,7,0,0,0.0
Bangalore,Ahmedabad,1095,Xpressbees,Rain,High,9,0,0,0.0
Mumbai,Delhi,966,DTDC,Clear,Low,6,0,0,0.0
Mumbai,Ahmedabad,371,Ecom Express,Rain,Jam (Gridlock),11,1,1,20.68
Mumbai,Hyderabad,684,Xpressbees,Clear,Medium,3,0,0,0.0
Lucknow,Delhi,1691,Delhivery,Rain,Medium,9,0,1,2.66
Lucknow,Delhi,1506,Ecom Express,Heavy Rain (Monsoon),Low,9,0,0,0.0
Hyderabad,Chennai,2078,Shadowfax,Fog,Medium,12,0,0,0.0
Ahmedabad,Lucknow,284,Xpressbees,Clear,Low,12,0,0,0.0
Lucknow,Delhi,1892,Blue Dart,Clear,Jam (Gridlock),5,0,1,4.71
Delhi,Kolkata,2421,India Post,Heavy Rain (Monsoon),High,8,0,1,17.44
Mumbai,Delhi,1274,Delhivery,Clear,Jam (Gridlock),2,0,0,0.0
Ahmedabad,Kolkata,877,Delhivery,Clear,Low,1,0,0,0.0
Chennai,Delhi,544,Shadowfax,Clear,High,10,1,0,0.0
Kolkata,Chennai,1305,Blue Dart,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Delhi,Chennai,670,Xpressbees,Clear,Medium,10,1,0,0.0
Mumbai,Ahmedabad,1933,Ecom Express,Clear,Low,10,1,0,0.0
Ahmedabad,Pune,1121,India Post,Clear,High,12,0,0,0.0
Mumbai,Chennai,887,Blue Dart,Clear,High,12,0,0,0.0
Pune,Chennai,2213,Shadowfax,Rain,Medium,7,0,0,0.0
Kolkata,Ahmedabad,1514,India Post,Storm,Low,4,0,0,0.0
Bangalore,Mumbai,1901,India Post,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,21.19
Chennai,Hyderabad,2249,Ecom Express,Fog,Low,1,0,0,0.0
Pune,Ahmedabad,2386,DTDC,Rain,Medium,3,0,1,2.57
Lucknow,Chennai,314,Shadowfax,Clear,Medium,2,0,1,0.0
Kolkata,Bangalore,2222,DTDC,Rain,High,9,0,0,0.0
Bangalore,Jaipur,1292,Blue Dart,Clear,High,4,0,0,0.0
Ahmedabad,Bangalore,1562,Xpressbees,Clear,Medium,7,0,0,0.0
Hyderabad,Pune,2221,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,17.47
Jaipur,Chennai,1461,Ecom Express,Clear,Medium,5,0,1,0.0
Pune,Kolkata,1504,Shadowfax,Heavy Rain (Monsoon),High,12,0,0,0.0
Chennai,Pune,1447,India Post,Fog,Medium,12,0,0,0.0
Chennai,Kolkata,1352,India Post,Rain,Jam (Gridlock),7,0,1,3.83
Chennai,Delhi,759,India Post,Clear,Medium,8,0,0,0.0
Delhi,Hyderabad,1548,Blue Dart,Rain,High,9,0,0,0.0
Jaipur,Hyderabad,2402,DTDC,Rain,Jam (Gridlock),8,0,1,8.42
Hyderabad,Chennai,881,Blue Dart,Clear,Medium,10,1,0,0.0
Mumbai,Jaipur,1838,DTDC,Heavy Rain (Monsoon),Medium,7,0,1,12.96
Delhi,Hyderabad,1674,Xpressbees,Fog,Medium,1,0,1,5.09
Pune,Ahmedabad,1703,Delhivery,Fog,Low,8,0,0,0.0
Jaipur,Kolkata,1868,Ecom Express,Clear,Medium,5,0,0,0.0
Pune,Hyderabad,2466,India Post,Heavy Rain (Monsoon),Medium,7,0,1,9.0
Ahmedabad,Lucknow,1792,Xpressbees,Clear,Medium,7,0,0,0.0
Delhi,Pune,1918,Delhivery,Storm,Jam (Gridlock),2,0,1,2.01
Kolkata,Hyderabad,883,Blue Dart,Clear,Medium,4,0,0,0.0
Hyderabad,Chennai,2291,Blue Dart,Clear,Medium,3,0,0,0.0
Jaipur,Mumbai,1119,Xpressbees,Clear,Jam (Gridlock),10,1,1,33.01
Delhi,Pune,2440,Delhivery,Clear,Jam (Gridlock),5,0,0,0.0
Lucknow,Jaipur,857,Shadowfax,Clear,Low,11,1,0,0.0
Bangalore,Mumbai,718,India Post,Storm,Medium,4,0,0,0.0
Jaipur,Pune,2047,DTDC,Clear,High,5,0,0,0.0
Hyderabad,Chennai,1380,Xpressbees,Clear,Low,11,1,0,0.0
Bangalore,Pune,1466,Xpressbees,Clear,Jam (Gridlock),1,0,0,0.0
Lucknow,Mumbai,2191,Xpressbees,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Pune,Hyderabad,1658,Ecom Express,Clear,High,8,0,0,0.0
Hyderabad,Pune,2402,DTDC,Clear,Jam (Gridlock),8,0,0,0.0
Jaipur,Bangalore,2173,India Post,Rain,Jam (Gridlock),7,0,1,7.15
Pune,Bangalore,1989,Xpressbees,Rain,High,8,0,0,0.0
Bangalore,Mumbai,2476,Ecom Express,Storm,Jam (Gridlock),2,0,1,2.73
Hyderabad,Mumbai,1175,Xpressbees,Clear,Low,4,0,0,0.0
Lucknow,Jaipur,952,Xpressbees,Clear,High,5,0,0,0.0
Delhi,Chennai,1581,Shadowfax,Storm,High,3,0,0,0.0
