Origin,Destination,Distance_km,Carrier,Shipment_Type,Service_Level,Mode,Priority,Package_Weight_kg,Promised_SLA_Hours,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Bangalore,Jaipur,1229,Delhivery,B2B,Express,Air,Normal,18.99,36,Storm,Medium,3,0,1,21.45
Lucknow,Jaipur,1329,Xpressbees,B2B,Same Day,Air,High,18.2,12,Rain,High,8,0,0,0.0
Delhi,Ahmedabad,1443,Ecom Express,B2C,Standard,Road,Normal,14.33,72,Clear,Low,5,0,0,0.0
Hyderabad,Jaipur,1018,India Post,B2C,Express,Road,High,1.0,36,Clear,Medium,9,0,0,0.0
Jaipur,Hyderabad,1937,DTDC,B2C,Express,Air,Normal,37.25,36,Clear,Medium,4,0,0,0.0
Jaipur,Lucknow,1317,DTDC,B2C,Standard,Air,Normal,23.24,48,Heavy Rain (Monsoon),Low,1,0,0,0.0
Ahmedabad,Jaipur,944,Shadowfax,B2B,Same Day,Road,Normal,3.26,8,Heavy Rain (Monsoon),High,7,0,1,12.0
Bangalore,Pune,366,Ecom Express,B2B,Same Day,Air,High,19.45,8,Heavy Rain (Monsoon),Medium,7,0,1,8.44
Kolkata,Delhi,2259,India Post,B2B,Standard,Road,High,33.05,72,Clear,High,4,0,0,0.0
Lucknow,Bangalore,2255,DTDC,B2C,Express,Road,High,26.3,36,Clear,High,9,0,0,0.0
Jaipur,Kolkata,938,Ecom Express,B2C,Standard,Air,Normal,22.54,72,Clear,Medium,4,0,0,0.0
Hyderabad,Kolkata,1024,India Post,B2C,Same Day,Air,High,17.23,8,Clear,Medium,2,0,1,0.0
Bangalore,Pune,295,Xpressbees,B2C,Same Day,Road,High,37.06,12,Clear,Jam (Gridlock),1,0,1,8.26
Kolkata,Jaipur,2073,DTDC,B2B,Same Day,Air,High,20.13,8,Heavy Rain (Monsoon),Low,5,0,1,12.0
Lucknow,Bangalore,1513,Xpressbees,B2B,Same Day,Air,Normal,3.23,12,Heavy Rain (Monsoon),Low,9,0,1,9.34
Chennai,Hyderabad,474,Ecom Express,B2B,Express,Air,High,35.78,36,Clear,Medium,1,0,0,0.0
Kolkata,Pune,2325,Xpressbees,B2B,Standard,Road,High,30.57,72,Clear,High,2,0,0,0.0
Kolkata,Lucknow,618,Shadowfax,B2C,Express,Road,High,22.15,36,Clear,Low,4,0,0,0.0
Ahmedabad,Bangalore,1829,India Post,B2C,Express,Air,High,19.71,36,Clear,Jam (Gridlock),10,1,0,0.0
Mumbai,Ahmedabad,2182,Delhivery,B2B,Same Day,Road,Normal,22.81,12,Clear,Medium,5,0,0,0.0
Lucknow,Chennai,1095,India Post,B2C,Express,Air,High,25.81,36,Clear,Low,3,0,0,0.0
Ahmedabad,Pune,2113,Ecom Express,B2C,Same Day,Air,Normal,9.52,8,Clear,Medium,2,0,0,0.0
Lucknow,Delhi,758,Shadowfax,B2B,Standard,Air,High,10.93,72,Clear,Medium,5,0,0,0.0
Hyderabad,Chennai,1131,Blue Dart,B2C,Same Day,Road,Normal,6.86,12,Clear,Low,1,0,0,0.0
Ahmedabad,Jaipur,171,DTDC,B2C,Express,Road,Normal,15.41,24,Storm,Medium,4,0,1,8.95
Bangalore,Lucknow,1443,Blue Dart,B2C,Standard,Road,Normal,12.72,72,Clear,Low,12,0,0,0.0
Jaipur,Pune,1337,Blue Dart,B2B,Same Day,Air,Normal,18.8,12,Fog,Low,7,0,0,0.0
Chennai,Mumbai,2480,Blue Dart,B2B,Express,Air,High,24.0,24,Clear,High,5,0,0,0.0
Chennai,Lucknow,1178,Delhivery,B2B,Express,Air,Normal,22.13,36,Clear,Low,9,0,0,0.0
Ahmedabad,Kolkata,1702,India Post,B2B,Express,Air,Normal,14.66,36,Clear,Low,5,0,0,0.0
Lucknow,Delhi,1612,Xpressbees,B2C,Same Day,Road,Normal,33.64,8,Storm,Medium,3,0,1,12.0
Mumbai,Kolkata,703,DTDC,B2C,Standard,Road,Normal,27.06,48,Clear,Medium,1,0,0,0.0
Ahmedabad,Delhi,655,Ecom Express,B2B,Same Day,Road,Normal,12.7,8,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,12.0
Kolkata,Ahmedabad,62,DTDC,B2B,Express,Road,Normal,29.97,24,Storm,Low,11,1,1,36.0
Lucknow,Mumbai,726,Ecom Express,B2C,Same Day,Road,Normal,30.77,8,Clear,High,10,1,0,0.0
Delhi,Hyderabad,938,Delhivery,B2B,Same Day,Air,Normal,16.4,12,Rain,High,6,0,0,0.0
Jaipur,Hyderabad,1644,Delhivery,B2B,Standard,Air,Normal,0.43,48,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Mumbai,Chennai,1932,Delhivery,B2B,Same Day,Air,Normal,27.4,12,Heavy Rain (Monsoon),Low,6,0,1,18.0
Bangalore,Delhi,432,Delhivery,B2B,Express,Road,High,25.87,36,Clear,High,12,0,0,0.0
Lucknow,Jaipur,1984,Ecom Express,B2C,Express,Road,Normal,13.48,36,Fog,Medium,8,0,1,15.82
Kolkata,Jaipur,1341,Blue Dart,B2C,Standard,Air,High,20.64,48,Clear,Low,4,0,0,0.0
Hyderabad,Mumbai,450,Ecom Express,B2B,Standard,Road,Normal,11.19,96,Heavy Rain (Monsoon),High,6,0,0,0.0
Hyderabad,Ahmedabad,854,Blue Dart,B2B,Same Day,Road,Normal,22.18,8,Rain,Low,3,0,0,0.0
Lucknow,Kolkata,2318,Xpressbees,B2C,Express,Air,High,14.94,24,Fog,Low,1,0,1,8.21
Hyderabad,Pune,2292,Blue Dart,B2C,Same Day,Air,High,23.62,8,Clear,Low,4,0,0,0.0
Kolkata,Bangalore,1798,Shadowfax,B2B,Express,Air,Normal,11.28,36,Storm,High,10,1,1,34.62
Mumbai,Delhi,1339,Blue Dart,B2C,Express,Road,High,11.83,36,Clear,Medium,11,1,0,0.0
Jaipur,Kolkata,935,Shadowfax,B2C,Same Day,Road,Normal,33.93,8,Clear,Low,11,1,1,12.0
Mumbai,Jaipur,774,Ecom Express,B2C,Standard,Road,High,27.12,72,Fog,High,1,0,0,0.0
Hyderabad,Kolkata,126,Xpressbees,B2C,Same Day,Air,Normal,31.89,12,Clear,Low,2,0,0,0.0
Pune,Bangalore,356,Xpressbees,B2C,Same Day,Road,High,30.74,8,Clear,High,1,0,0,0.0
Delhi,Chennai,97,Blue Dart,B2B,Same Day,Road,Normal,29.27,12,Clear,High,4,0,0,0.0
Jaipur,Kolkata,1548,Xpressbees,B2B,Express,Road,High,9.16,24,Clear,Low,8,0,0,0.0
Bangalore,Hyderabad,912,Delhivery,B2C,Same Day,Air,High,18.33,8,Storm,High,8,0,1,12.0
Bangalore,Chennai,229,Blue Dart,B2C,Same Day,Air,Normal,37.91,8,Heavy Rain (Monsoon),High,11,1,0,0.0
Ahmedabad,Delhi,681,Delhivery,B2C,Standard,Air,High,9.07,72,Clear,Medium,4,0,0,0.0
Bangalore,Hyderabad,2077,Xpressbees,B2B,Standard,Air,Normal,12.28,48,Fog,High,1,0,0,0.0
Pune,Jaipur,1303,Delhivery,B2C,Express,Road,Normal,38.7,36,Heavy Rain (Monsoon),Medium,9,0,1,20.75
Chennai,Hyderabad,1592,Ecom Express,B2C,Same Day,Road,Normal,15.13,8,Clear,Low,6,0,0,0.0
Delhi,Lucknow,660,Delhivery,B2B,Same Day,Road,High,18.91,12,Heavy Rain (Monsoon),High,8,0,0,0.0
Lucknow,Ahmedabad,2300,Shadowfax,B2C,Same Day,Road,High,32.26,8,Fog,Medium,12,0,0,0.0
Jaipur,Hyderabad,840,Ecom Express,B2B,Express,Air,Normal,22.18,36,Storm,Low,8,0,1,20.71
Jaipur,Ahmedabad,2021,Shadowfax,B2C,Express,Road,High,22.68,24,Heavy Rain (Monsoon),Medium,2,0,0,0.0
Ahmedabad,Chennai,288,Xpressbees,B2C,Same Day,Air,High,33.02,12,Clear,Medium,7,0,0,0.0
Pune,Delhi,1791,India Post,B2C,Express,Air,Normal,26.19,36,Clear,Medium,5,0,0,0.0
Chennai,Delhi,418,India Post,B2C,Same Day,Road,High,37.38,8,Heavy Rain (Monsoon),High,7,0,1,11.74
Pune,Hyderabad,978,Shadowfax,B2C,Same Day,Air,High,2.26,12,Clear,Medium,2,0,0,0.0
Kolkata,Jaipur,2091,DTDC,B2B,Standard,Road,Normal,26.98,96,Clear,Low,11,1,0,0.0
Jaipur,Ahmedabad,890,India Post,B2B,Same Day,Road,Normal,32.8,12,Rain,Medium,7,0,0,0.0
Delhi,Kolkata,483,Blue Dart,B2C,Express,Air,High,5.5,36,Clear,Medium,3,0,0,0.0
Mumbai,Kolkata,2415,Ecom Express,B2B,Express,Air,High,13.13,36,Clear,High,5,0,0,0.0
Lucknow,Mumbai,227,Ecom Express,B2C,Standard,Air,Normal,31.08,48,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,24.88
Lucknow,Mumbai,1392,Delhivery,B2B,Standard,Road,High,38.1,48,Clear,High,12,0,0,0.0
Jaipur,Delhi,437,Delhivery,B2C,Express,Air,Normal,18.04,24,Fog,High,12,0,1,21.39
Delhi,Ahmedabad,1043,Delhivery,B2B,Standard,Air,High,17.7,96,Clear,Medium,8,0,0,0.0
Pune,Bangalore,994,Shadowfax,B2B,Express,Air,High,23.65,24,Storm,High,4,0,1,21.48
Pune,Kolkata,696,India Post,B2C,Express,Road,Normal,9.92,36,Clear,High,3,0,0,0.0
Hyderabad,Kolkata,1189,Ecom Express,B2B,Same Day,Air,High,17.42,12,Heavy Rain (Monsoon),Medium,2,0,0,0.0
Bangalore,Chennai,149,DTDC,B2C,Same Day,Air,High,19.44,12,Rain,Medium,3,0,0,0.0
Ahmedabad,Bangalore,1299,India Post,B2C,Standard,Air,Normal,27.83,72,Clear,Jam (Gridlock),9,0,0,0.0
Jaipur,Lucknow,375,India Post,B2B,Express,Air,Normal,23.71,24,Rain,Medium,2,0,1,5.63
Mumbai,Kolkata,2263,Ecom Express,B2B,Same Day,Air,Normal,16.65,12,Rain,High,5,0,0,0.0
Chennai,Ahmedabad,1368,India Post,B2B,Same Day,Road,Normal,7.88,12,Storm,Medium,10,1,1,18.0
Lucknow,Hyderabad,2380,Blue Dart,B2B,Standard,Road,Normal,10.15,96,Clear,Medium,8,0,0,0.0
Bangalore,Chennai,2108,Xpressbees,B2B,Same Day,Road,High,6.73,12,Clear,High,10,1,0,0.0
Jaipur,Pune,2190,Shadowfax,B2C,Same Day,Air,High,37.1,8,Clear,High,4,0,0,0.0
Hyderabad,Chennai,503,DTDC,B2C,Same Day,Road,High,5.97,12,Rain,Low,6,0,1,3.3
Hyderabad,Kolkata,2166,Xpressbees,B2C,Express,Road,High,6.52,36,Clear,Medium,9,0,0,0.0
Chennai,Jaipur,629,DTDC,B2B,Standard,Air,Normal,4.32,48,Clear,High,10,1,0,0.0
Pune,Bangalore,2264,Shadowfax,B2C,Same Day,Road,Normal,38.76,8,Storm,Low,1,0,1,12.0
Mumbai,Ahmedabad,1320,India Post,B2B,Express,Road,High,29.35,24,Clear,Medium,4,0,0,0.0
Mumbai,Lucknow,696,Xpressbees,B2B,Standard,Air,Normal,16.84,72,Heavy Rain (Monsoon),Jam (Gridlock),8,0,0,0.0
Mumbai,Ahmedabad,1740,Ecom Express,B2C,Standard,Road,High,7.5,72,Heavy Rain (Monsoon),Jam (Gridlock),4,0,1,30.21
Pune,Chennai,2379,Ecom Express,B2B,Standard,Road,High,35.59,72,Heavy Rain (Monsoon),Low,9,0,1,22.72
Mumbai,Ahmedabad,322,Shadowfax,B2B,Same Day,Air,Normal,0.79,8,Fog,Medium,12,0,0,0.0
Ahmedabad,Pune,1530,Xpressbees,B2C,Same Day,Road,Normal,6.3,12,Clear,Medium,3,0,0,0.0
Mumbai,Jaipur,129,Delhivery,B2C,Standard,Road,Normal,32.98,96,Heavy Rain (Monsoon),High,9,0,1,16.94
Kolkata,Pune,1437,Ecom Express,B2B,Standard,Air,Normal,23.17,48,Clear,Medium,8,0,0,0.0
Chennai,Kolkata,1763,India Post,B2C,Standard,Air,Normal,32.71,96,Fog,Low,5,0,1,11.8
Pune,Mumbai,2169,Shadowfax,B2C,Same Day,Air,High,10.86,8,Clear,Jam (Gridlock),5,0,0,0.0
Mumbai,Kolkata,87,Shadowfax,B2C,Express,Road,Normal,31.54,24,Rain,Jam (Gridlock),6,0,1,8.56
Kolkata,Delhi,696,Ecom Express,B2C,Same Day,Air,Normal,17.01,12,Clear,Medium,12,0,0,0.0
Jaipur,Bangalore,655,Xpressbees,B2B,Standard,Air,High,19.96,96,Clear,High,8,0,0,0.0
Chennai,Kolkata,228,DTDC,B2B,Same Day,Road,Normal,33.35,8,Clear,Medium,2,0,0,0.0
Pune,Ahmedabad,2126,Xpressbees,B2C,Standard,Road,Normal,16.74,72,Fog,High,12,0,0,0.0
Jaipur,Kolkata,433,Blue Dart,B2C,Express,Air,High,14.57,36,Clear,High,4,0,0,0.0
Bangalore,Kolkata,1475,Shadowfax,B2C,Express,Air,Normal,29.23,24,Clear,Jam (Gridlock),5,0,1,7.65
Kolkata,Ahmedabad,1871,India Post,B2B,Same Day,Air,Normal,9.31,12,Clear,Medium,4,0,0,0.0
Mumbai,Delhi,618,Ecom Express,B2B,Same Day,Air,High,27.54,12,Rain,Low,8,0,0,0.0
Delhi,Hyderabad,515,India Post,B2B,Standard,Air,Normal,23.67,96,Storm,Medium,5,0,1,22.27
Lucknow,Delhi,1084,Delhivery,B2B,Standard,Air,High,35.73,48,Heavy Rain (Monsoon),High,9,0,0,0.0
Hyderabad,Kolkata,1881,Shadowfax,B2B,Standard,Road,Normal,31.46,72,Rain,Medium,6,0,0,0.0
Lucknow,Hyderabad,2180,Ecom Express,B2C,Express,Road,High,16.8,36,Clear,Medium,6,0,0,0.0
Mumbai,Hyderabad,2002,Ecom Express,B2B,Express,Air,Normal,27.99,36,Clear,High,11,1,0,0.0
Lucknow,Jaipur,1528,DTDC,B2C,Express,Air,High,17.26,24,Heavy Rain (Monsoon),Low,9,0,1,14.03
Delhi,Mumbai,1614,DTDC,B2C,Same Day,Air,High,4.74,12,Clear,Jam (Gridlock),2,0,1,5.53
Lucknow,Hyderabad,2195,Shadowfax,B2C,Standard,Road,Normal,5.62,48,Clear,Low,1,0,0,0.0
Delhi,Ahmedabad,317,Blue Dart,B2B,Express,Air,High,36.35,24,Clear,Jam (Gridlock),7,0,1,5.11
Jaipur,Pune,1435,Ecom Express,B2B,Standard,Road,Normal,31.36,96,Rain,Medium,5,0,1,9.45
Jaipur,Kolkata,1584,Xpressbees,B2B,Express,Road,High,0.38,24,Clear,Medium,10,1,0,0.0
Delhi,Mumbai,215,Ecom Express,B2B,Same Day,Road,High,9.46,8,Clear,Medium,4,0,0,0.0
Bangalore,Hyderabad,577,Blue Dart,B2C,Same Day,Road,High,3.29,12,Clear,Medium,6,0,0,0.0
Bangalore,Pune,1861,Ecom Express,B2B,Same Day,Road,High,32.66,8,Clear,High,3,0,1,12.0
Lucknow,Mumbai,583,Shadowfax,B2C,Same Day,Road,Normal,9.9,12,Heavy Rain (Monsoon),Medium,9,0,1,16.58
Mumbai,Ahmedabad,482,Ecom Express,B2C,Same Day,Road,High,32.1,12,Clear,High,3,0,0,0.0
Mumbai,Ahmedabad,813,Xpressbees,B2B,Standard,Air,Normal,12.95,96,Heavy Rain (Monsoon),Medium,7,0,1,12.14
Mumbai,Jaipur,1277,Ecom Express,B2B,Express,Air,Normal,8.75,36,Fog,Jam (Gridlock),3,0,0,0.0
Delhi,Kolkata,1925,Delhivery,B2B,Express,Air,Normal,7.11,24,Fog,High,2,0,1,15.86
Jaipur,Bangalore,1854,India Post,B2B,Express,Air,Normal,1.32,24,Clear,Medium,11,1,1,13.51
Chennai,Delhi,2193,Blue Dart,B2B,Express,Road,Normal,35.41,24,Rain,Medium,8,0,0,0.0
Mumbai,Lucknow,1844,Xpressbees,B2C,Standard,Road,High,36.88,48,Heavy Rain (Monsoon),Medium,6,0,1,31.99
Delhi,Hyderabad,163,Shadowfax,B2B,Standard,Air,Normal,17.75,72,Clear,High,3,0,0,0.0
Pune,Chennai,512,Ecom Express,B2C,Express,Road,Normal,21.03,24,Clear,Low,12,0,0,0.0
Jaipur,Hyderabad,386,India Post,B2C,Standard,Air,High,13.04,48,Clear,Low,3,0,0,0.0
Delhi,Hyderabad,2039,Shadowfax,B2B,Standard,Air,Normal,23.7,96,Clear,High,11,1,0,0.0
Pune,Lucknow,1283,Xpressbees,B2C,Same Day,Air,Normal,31.79,8,Clear,Low,7,0,0,0.0
Chennai,Lucknow,789,Shadowfax,B2B,Same Day,Road,Normal,12.15,8,Clear,Medium,4,0,0,0.0
Ahmedabad,Bangalore,1612,India Post,B2C,Same Day,Road,High,16.06,8,Clear,Jam (Gridlock),7,0,0,0.0
Chennai,Ahmedabad,1704,Xpressbees,B2C,Standard,Air,High,19.83,48,Clear,Low,10,1,1,13.72
Ahmedabad,Mumbai,116,India Post,B2C,Standard,Road,High,29.61,72,Clear,Jam (Gridlock),6,0,1,5.19
Lucknow,Mumbai,504,Ecom Express,B2B,Express,Road,High,19.27,24,Heavy Rain (Monsoon),High,8,0,0,0.0
Lucknow,Hyderabad,914,Ecom Express,B2C,Express,Road,Normal,18.12,24,Rain,High,4,0,1,8.82
Hyderabad,Kolkata,303,Blue Dart,B2C,Same Day,Road,Normal,24.84,12,Clear,Medium,10,1,0,0.0
Pune,Ahmedabad,2057,DTDC,B2C,Same Day,Road,Normal,30.6,8,Heavy Rain (Monsoon),Medium,1,0,1,12.0
Chennai,Kolkata,564,DTDC,B2C,Express,Road,Normal,22.16,24,Rain,Low,4,0,0,0.0
Bangalore,Ahmedabad,2018,Shadowfax,B2B,Standard,Road,Normal,24.49,48,Storm,Medium,10,1,0,0.0
Bangalore,Mumbai,904,Shadowfax,B2B,Standard,Road,High,14.72,96,Clear,Medium,10,1,0,0.0
Pune,Ahmedabad,2031,Delhivery,B2B,Standard,Air,High,37.23,48,Clear,High,10,1,0,0.0
Delhi,Hyderabad,517,Ecom Express,B2B,Express,Air,High,25.12,24,Clear,Jam (Gridlock),2,0,1,5.96
Chennai,Delhi,1058,Delhivery,B2B,Standard,Air,High,20.66,48,Fog,Jam (Gridlock),6,0,1,25.11
Lucknow,Mumbai,2181,Shadowfax,B2C,Same Day,Air,High,23.22,12,Fog,High,12,0,0,0.0
Delhi,Lucknow,2288,Delhivery,B2C,Same Day,Road,High,24.24,8,Clear,Medium,2,0,1,9.71
Delhi,Kolkata,2117,DTDC,B2C,Express,Air,High,27.81,36,Rain,High,6,0,0,0.0
Chennai,Hyderabad,87,DTDC,B2B,Express,Road,High,30.28,36,Clear,Low,1,0,0,0.0
Mumbai,Hyderabad,2252,Shadowfax,B2C,Express,Road,Normal,16.41,36,Clear,Jam (Gridlock),12,0,0,0.0
Mumbai,Bangalore,1450,India Post,B2C,Express,Air,Normal,7.54,36,Heavy Rain (Monsoon),High,7,0,0,0.0
Hyderabad,Bangalore,1206,Blue Dart,B2C,Standard,Road,High,25.4,96,Clear,High,4,0,0,0.0
Jaipur,Chennai,2094,Delhivery,B2B,Standard,Road,Normal,30.54,48,Rain,Medium,10,1,1,47.51
Jaipur,Chennai,1730,DTDC,B2B,Standard,Road,Normal,2.91,72,Clear,Low,5,0,0,0.0
Jaipur,Pune,994,Delhivery,B2C,Express,Air,Normal,38.95,24,Clear,Medium,4,0,0,0.0
Ahmedabad,Pune,64,Xpressbees,B2C,Same Day,Road,High,9.83,12,Clear,Medium,11,1,0,0.0
Ahmedabad,Chennai,2314,Delhivery,B2C,Standard,Road,High,20.91,96,Storm,Medium,11,1,0,0.0
Ahmedabad,Jaipur,2164,Blue Dart,B2C,Standard,Road,Normal,14.31,96,Storm,Low,5,0,0,0.0
Delhi,Mumbai,2222,Xpressbees,B2C,Same Day,Road,High,17.06,8,Rain,Low,4,0,0,0.0
Hyderabad,Delhi,1209,Delhivery,B2C,Standard,Road,High,39.73,72,Clear,High,9,0,0,0.0
Lucknow,Mumbai,1617,Shadowfax,B2C,Same Day,Road,High,2.8,12,Clear,Low,4,0,0,0.0
Bangalore,Chennai,655,Delhivery,B2C,Same Day,Road,High,20.98,8,Heavy Rain (Monsoon),High,8,0,1,12.0
Pune,Lucknow,567,Blue Dart,B2C,Same Day,Air,High,4.4,8,Rain,Medium,8,0,0,0.0
Lucknow,Ahmedabad,367,Delhivery,B2B,Standard,Road,High,38.23,48,Clear,Medium,5,0,0,0.0
Chennai,Kolkata,1767,DTDC,B2B,Express,Road,High,12.57,24,Clear,Medium,3,0,0,0.0
Hyderabad,Delhi,1257,Blue Dart,B2B,Standard,Air,High,24.52,72,Storm,Jam (Gridlock),9,0,1,30.01
Lucknow,Kolkata,1736,Ecom Express,B2C,Same Day,Road,High,34.72,12,Clear,Medium,2,0,1,14.02
Jaipur,Kolkata,808,Blue Dart,B2C,Standard,Road,High,15.85,48,Heavy Rain (Monsoon),Low,7,0,0,0.0
Ahmedabad,Hyderabad,951,Xpressbees,B2B,Express,Road,High,37.53,24,Clear,Medium,3,0,0,0.0
Bangalore,Mumbai,2049,Shadowfax,B2C,Standard,Road,Normal,8.09,72,Heavy Rain (Monsoon),High,7,0,1,21.74
Chennai,Ahmedabad,200,India Post,B2B,Express,Road,Normal,6.53,36,Fog,Low,1,0,1,0.0
Jaipur,Ahmedabad,1718,Xpressbees,B2B,Standard,Road,Normal,12.93,48,Clear,Medium,4,0,0,0.0
Jaipur,Hyderabad,2221,Ecom Express,B2B,Standard,Air,Normal,9.72,72,Rain,High,2,0,1,1.7
Mumbai,Chennai,66,India Post,B2B,Standard,Road,High,4.42,48,Clear,Low,3,0,0,0.0
Mumbai,Hyderabad,1739,Delhivery,B2B,Same Day,Air,High,26.91,8,Clear,Jam (Gridlock),11,1,0,0.0
Bangalore,Ahmedabad,2466,Blue Dart,B2C,Same Day,Air,High,6.92,12,Heavy Rain (Monsoon),Medium,8,0,1,5.81
Delhi,Hyderabad,572,DTDC,B2C,Same Day,Air,High,20.48,8,Rain,Medium,3,0,0,0.0
Lucknow,Delhi,1963,Blue Dart,B2C,Standard,Road,High,23.3,48,Clear,Jam (Gridlock),10,1,1,41.64
Lucknow,Hyderabad,1517,DTDC,B2C,Same Day,Air,High,30.54,12,Heavy Rain (Monsoon),Medium,9,0,1,18.0
Hyderabad,Kolkata,1951,Shadowfax,B2C,Same Day,Road,Normal,32.47,12,Clear,Low,5,0,1,18.0
Hyderabad,Delhi,2252,Xpressbees,B2C,Standard,Road,Normal,11.14,96,Clear,Medium,1,0,0,0.0
Delhi,Hyderabad,1856,India Post,B2C,Standard,Air,High,32.43,72,Clear,Medium,5,0,1,4.57
Mumbai,Kolkata,776,Blue Dart,B2B,Standard,Road,Normal,22.79,72,Clear,High,5,0,0,0.0
Jaipur,Hyderabad,1190,DTDC,B2B,Standard,Road,High,7.83,72,Heavy Rain (Monsoon),Low,8,0,1,22.95
Pune,Ahmedabad,782,Blue Dart,B2C,Standard,Air,High,1.79,72,Clear,Low,5,0,0,0.0
Delhi,Ahmedabad,868,Blue Dart,B2B,Express,Air,Normal,13.61,24,Rain,Low,8,0,0,0.0
Hyderabad,Bangalore,1951,Delhivery,B2C,Same Day,Air,Normal,1.25,8,Rain,Jam (Gridlock),2,0,1,4.12
Ahmedabad,Lucknow,231,Delhivery,B2B,Standard,Road,Normal,23.03,72,Clear,Medium,3,0,0,0.0
Ahmedabad,Bangalore,1834,Xpressbees,B2C,Express,Air,High,33.97,36,Clear,High,5,0,0,0.0
Ahmedabad,Mumbai,222,Blue Dart,B2B,Standard,Road,High,35.65,96,Storm,Low,11,1,0,0.0
Jaipur,Hyderabad,816,Xpressbees,B2C,Standard,Road,Normal,19.9,96,Clear,Low,10,1,0,0.0
Jaipur,Lucknow,492,Shadowfax,B2C,Express,Road,Normal,14.02,24,Clear,Low,9,0,0,0.0
Kolkata,Ahmedabad,311,Delhivery,B2B,Standard,Air,High,34.78,96,Heavy Rain (Monsoon),Low,8,0,0,0.0
Kolkata,Ahmedabad,1958,India Post,B2B,Express,Road,High,3.91,36,Clear,High,5,0,0,0.0
Bangalore,Delhi,2135,Blue Dart,B2B,Same Day,Road,Normal,28.67,8,Rain,Jam (Gridlock),6,0,1,12.0
Hyderabad,Mumbai,821,Delhivery,B2C,Express,Air,High,19.62,24,Clear,High,2,0,0,0.0
Delhi,Bangalore,197,Blue Dart,B2B,Same Day,Road,Normal,21.89,8,Clear,Medium,4,0,0,0.0
Chennai,Mumbai,1443,Ecom Express,B2C,Same Day,Road,High,11.06,8,Clear,Medium,10,1,1,12.0
Kolkata,Pune,2472,Delhivery,B2B,Express,Road,High,23.38,24,Clear,Low,11,1,1,36.0
Delhi,Mumbai,443,DTDC,B2C,Express,Air,Normal,35.16,36,Storm,Jam (Gridlock),5,0,1,20.97
Hyderabad,Mumbai,1123,Delhivery,B2B,Express,Road,Normal,9.94,36,Rain,High,8,0,0,0.0
Hyderabad,Jaipur,904,DTDC,B2C,Express,Road,Normal,9.15,36,Clear,Jam (Gridlock),8,0,0,0.0
Bangalore,Lucknow,805,India Post,B2C,Standard,Air,High,31.24,96,Clear,Medium,5,0,0,0.0
Delhi,Mumbai,1865,India Post,B2C,Standard,Road,Normal,12.28,48,Clear,High,5,0,0,0.0
Ahmedabad,Delhi,1453,DTDC,B2B,Same Day,Air,Normal,22.49,8,Clear,Medium,5,0,0,0.0
Mumbai,Chennai,1245,Ecom Express,B2B,Standard,Air,High,22.51,48,Storm,High,3,0,0,0.0
Hyderabad,Chennai,2143,Blue Dart,B2B,Express,Road,High,20.33,24,Rain,Low,7,0,0,0.0
Pune,Kolkata,547,DTDC,B2B,Same Day,Road,Normal,4.56,8,Clear,Low,7,0,0,0.0
Pune,Ahmedabad,2256,Shadowfax,B2C,Standard,Air,High,5.53,72,Clear,High,11,1,0,0.0
Jaipur,Hyderabad,1193,Xpressbees,B2B,Standard,Road,Normal,12.49,96,Rain,Medium,7,0,1,6.67
Chennai,Lucknow,241,Ecom Express,B2C,Express,Air,High,11.31,24,Rain,Medium,12,0,0,0.0
Delhi,Jaipur,1502,DTDC,B2B,Express,Road,High,39.33,36,Storm,Low,9,0,0,0.0
Pune,Chennai,906,Xpressbees,B2B,Same Day,Road,Normal,26.6,12,Clear,Medium,12,0,0,0.0
Lucknow,Delhi,1996,DTDC,B2B,Express,Road,Normal,16.16,24,Rain,Jam (Gridlock),7,0,1,18.29
Delhi,Chennai,1404,Xpressbees,B2C,Same Day,Air,High,0.9,12,Clear,High,5,0,0,0.0
Chennai,Ahmedabad,532,Ecom Express,B2C,Standard,Air,Normal,27.58,72,Heavy Rain (Monsoon),Medium,8,0,1,13.92
Delhi,Ahmedabad,846,Blue Dart,B2C,Standard,Road,Normal,34.91,72,Clear,High,8,0,0,0.0
Hyderabad,Ahmedabad,386,India Post,B2C,Standard,Road,Normal,9.0,72,Clear,Medium,6,0,0,0.0
Kolkata,Mumbai,804,Blue Dart,B2C,Same Day,Air,Normal,19.51,12,Rain,High,6,0,1,3.32
Delhi,Pune,72,Blue Dart,B2C,Standard,Road,Normal,2.2,72,Clear,Low,3,0,0,0.0
Bangalore,Lucknow,155,Xpressbees,B2C,Express,Air,Normal,12.15,24,Clear,Jam (Gridlock),5,0,0,0.0
Mumbai,Pune,1343,Shadowfax,B2B,Standard,Road,Normal,37.26,48,Heavy Rain (Monsoon),Low,8,0,1,26.96
Hyderabad,Jaipur,854,India Post,B2C,Same Day,Air,High,17.25,12,Clear,Jam (Gridlock),1,0,0,0.0
Ahmedabad,Chennai,1421,India Post,B2B,Express,Air,Normal,32.21,36,Clear,Medium,3,0,1,4.15
Chennai,Ahmedabad,1194,Delhivery,B2C,Standard,Air,High,20.25,48,Clear,Medium,2,0,0,0.0
